chunk_id,0.0,1.0,2.0,3.0,4.0
16.0,0.00012408821884263288,0.00013126559660131543,-0.0002043590859740485,0.0002632285085943098,0.002205981406121521
2.0,0.0006597447294817149,0.0010093723216354211,0.0026835004901676063,0.002385154568512987,0.0027197233429593903
4.0,0.0008364744661368551,0.001462384979239506,0.001160816770550771,0.00221413988088337,0.0020508472094180608
17.0,-0.001028787051928881,-0.00047397738868626416,0.0005561839050203798,0.0005042316580608774,0.0005313210272169244
10.0,0.0011743485770553674,0.0014363595292770093,0.0020273973483334873,0.000865136475508399,0.0027596785491997566
3.0,0.0009880226857420515,0.0019022195138881093,0.000644712371626166,0.0012260653816283384,0.002604829844284534
19.0,-0.00027933280869360533,0.0010461166812281986,0.0008111396897892142,0.0009465117992679128,0.000964539143277876
0.0,0.00015158997828260135,0.0008243813944709966,0.001019540581965711,0.0023500983667110176,0.0012200793475083405
15.0,0.0028573674969651075,0.0020281713787652367,0.002690547429605672,0.0022068113959576863,0.002367346675007237
9.0,-0.0003273065864927982,0.0002485282230644259,0.0008267565227026152,0.0004042134814576104,0.001200373983109404
5.0,-0.0001497789725833365,0.0007726648864155305,0.0008784711470091466,0.00043419368295208316,0.002109772312145708
12.0,0.00022678666888767407,-0.0007619817854603583,0.00034211789890059574,0.00010929896449374255,0.0009263361440843554
7.0,-0.0006616863754698443,-8.172313632434647e-05,-0.0001678720391407318,-0.000675388573430441,0.001294368520884992
18.0,-0.0013096586444915348,-0.0005531052774774281,-0.0005979406873806714,0.0021297617749744535,0.001711144331118214
14.0,0.00045544884767229066,0.0009279298509208556,8.058070341718238e-05,0.0018056622895537833,0.0016216035675899465
8.0,-0.000560884592772759,0.0004957215852325059,0.0008233611711193911,0.0013500949562223752,0.0033944761817865376
6.0,0.001471785784512042,0.00028618554619400105,0.0012096611517650457,0.000792256605959607,0.0020972698078921825
11.0,0.0007447905748179939,0.0008529844413980858,3.2803825794291974e-05,-0.0006323856834074271,0.0014183124001181935
13.0,-6.496873268624359e-05,0.0003548512125930159,0.00011977252449252296,0.0013158529659989537,0.002433521071041833
1.0,-0.000729328218135622,0.0002956507857278523,0.000846744769422203,-0.0009750264396769792,0.0019415159547578886
CORRUPTED,-0.008445947528412379,-0.009910112936333482,-0.008505410597885232,-0.009012998935934352,-0.008159778338942048
DUPLICATE_OF_16.0,-0.0012855469433710187,-7.433617284913208e-05,-0.0009837797196497466,-0.0009126506869155115,-0.00027923613625999155
